CLIENT_ID,TARGET
1025140,0.40241389377478387
1029732,0.4266719662097047
1079794,0.32746031712307855
1116331,0.36363723110312696
1136822,0.30426510357420855
114541,0.4097250200540214
1147593,0.4713713318652385
1163772,0.4133825588175612
1203020,0.2485406608537181
1213096,0.6990799297619266
1226894,0.15302998189973638
1239608,0.2747617330474973
1254764,0.32909450686601055
1255051,0.29153862872192077
1261262,0.40598930156172647
1268172,0.37551968492003585
1268471,0.3267434199759963
1277766,0.34966817275040746
1296023,0.2771901751596701
1318800,0.3631707267968371
1322657,0.27075500528981833
1345712,0.4005756675496151
1346445,0.34550286890636256
1350998,0.3094180367459978
1358380,0.2712511995997978
1373140,0.41895947357228536
1383094,0.23028240969880012
1393366,0.26500082498653044
1407547,0.2505842730034233
1416516,0.2981613934452942
1421066,0.3113494059229673
1421237,0.2899317682449812
1421570,0.41276339024761677
1422487,0.26622745402572273
1424648,0.5122498983882672
1432012,0.22032879577759878
1432077,0.2517035232979784
1438620,0.18904233085324465
1441376,0.45297641024883195
1446966,0.33131433539514055
1449026,0.31868012497112463
1453023,0.2853131028839302
1458067,0.39568102085998463
1459584,0.2777393186857748
1465208,0.42997317002045055
1466031,0.19847038004958528
1466270,0.25255973898889933
1467650,0.33632539636746084
1468418,0.3527974413460079
1468667,0.3650273392435378
1469049,0.3335065791086376
1470184,0.3335065791086376
1470799,0.23031326927300078
1472168,0.28826317922085
1472391,0.2872989905651131
1472971,0.40929033689610783
1473764,0.31869098813593516
1477718,0.3250347112057129
1483747,0.16623578433293856
1487809,0.15018181404345815
1495063,0.37978345035278666
1497920,0.3138655763502515
1498658,0.2337480087985852
1499699,0.12073967985063029
1501030,0.25212248384682673
1501063,0.3490268685069458
1501555,0.3110322151681195
1503261,0.29137325378012585
1503829,0.2339145237524838
1503838,0.24050201357053141
1503849,0.4140408378842238
1503866,0.2719040710700046
1503888,0.26082760596874316
1503897,0.22307294687214796
1503899,0.2619649464245313
1503904,0.5281840056487813
1503913,0.21084365316119413
1504031,0.22532534329005519
1504035,0.18666592134744847
1504041,0.2773785649514039
1504072,0.25109581507796835
1504084,0.3300559570352475
1504094,0.23797499702365615
1504095,0.46534723197250977
1504123,0.2819124912661782
1504129,0.25521453026112734
1504134,0.2164471837775538
1504148,0.2524850940083009
1504164,0.2879876639224834
1504165,0.27352048253525335
1504168,0.2566789579077516
1504171,0.28442143919970814
