CLIENT_ID,TARGET
1025140,0.4333160356894024
1029732,0.3856776463666972
1079794,0.3393078175756488
1116331,0.33211460202003257
1136822,0.1912406979270641
114541,0.4098494958454899
1147593,0.4704582872571158
1163772,0.40395839026670105
1203020,0.2744381938764032
1213096,0.722261579309567
1226894,0.1303305410673841
1239608,0.2581685967760917
1254764,0.3443603888379414
1255051,0.28714657906484653
1261262,0.5074916488857808
1268172,0.3608344009361501
1268471,0.3298674495301473
1277766,0.3722801861293254
1296023,0.2511087490998266
1318800,0.3792550570471908
1322657,0.21899236621031135
1345712,0.35296613357433704
1346445,0.34496065742333193
1350998,0.3475301025013279
1358380,0.24346702175504403
1373140,0.4430245655715921
1383094,0.22672671289681132
1393366,0.2685114458627652
1407547,0.25396774323750915
1416516,0.27911387432663604
1421066,0.3146970614561364
1421237,0.21080923484198444
1421570,0.41978987060195777
1422487,0.24097054599294743
1424648,0.5632502063561929
1432012,0.21334936591206155
1432077,0.27278989010086124
1438620,0.15551982925431262
1441376,0.5191438248364546
1446966,0.39526683083656566
1449026,0.28215935961123606
1453023,0.28685243989110537
1458067,0.5279563387932993
1459584,0.22591642395418757
1465208,0.5529088527289734
1466031,0.13869326204703036
1466270,0.24399279877536575
1467650,0.31680953668277373
1468418,0.3634565670013627
1468667,0.3521872997674844
1469049,0.32596305823274163
1470184,0.3256977985136942
1470799,0.2207725352477114
1472168,0.31142576265863037
1472391,0.3018117305814864
1472971,0.4043845038266352
1473764,0.3026050243805432
1477718,0.253964213289357
1483747,0.059274857896783405
1487809,0.09517888795116834
1495063,0.5860391114700145
1497920,0.30646050138196096
1498658,0.1945837720528943
1499699,0.15595267434773022
1501030,0.24004637165499454
1501063,0.33198122418335907
1501555,0.3255812318639302
1503261,0.43219681918612585
1503829,0.19042602940672845
1503838,0.2635948378159588
1503849,0.4445630326226822
1503866,0.2767474880347413
1503888,0.27462326638333207
1503897,0.22108778557437575
1503899,0.26760810374706845
1503904,0.5619774223041225
1503913,0.20790772445454936
