CLIENT_ID,TARGET
1025140,0.4175992405378335
1029732,0.43620337513297164
1079794,0.30831248534513145
1116331,0.36263127154907115
1136822,0.2981736413043582
114541,0.4217614368412258
1147593,0.4629300192970058
1163772,0.40822545776530433
1203020,0.25668002162554565
1213096,0.6953423759308899
1226894,0.16905800163548462
1239608,0.2913527490393445
1254764,0.3225762864209695
1255051,0.292798023950323
1261262,0.3976181882318952
1268172,0.3711306310288737
1268471,0.31577065744443056
1277766,0.3437865253674237
1296023,0.2954142742692288
1318800,0.3527742564242567
1322657,0.26371914990417683
1345712,0.41420586298504497
1346445,0.33685847449753004
1350998,0.30933657290734956
1358380,0.26908083944386724
1373140,0.42326094718384566
1383094,0.22363708269064336
1393366,0.2542228774778251
1407547,0.24746415795621468
1416516,0.29153176594626046
1421066,0.31519226486341156
1421237,0.2954141098703885
1421570,0.41418988209374763
1422487,0.2710333730933625
1424648,0.510341228472636
1432012,0.2254286964948242
1432077,0.2729986100377475
1438620,0.1767572830629799
1441376,0.4446302158194785
1446966,0.33713054937423764
1449026,0.3196743909676988
1453023,0.2813739141951475
1458067,0.4070072874258821
1459584,0.2782967026327664
1465208,0.45139587771280565
1466031,0.1891443486993701
1466270,0.25023713825939303
1467650,0.3440187385523794
1468418,0.352795321317631
1468667,0.3392026276953983
1469049,0.33043406198960923
1470184,0.33054703124223656
1470799,0.23898838506319087
1472168,0.28711598316542614
1472391,0.29811262911398534
1472971,0.4155061531044259
1473764,0.28779985833560623
1477718,0.35180268660873626
1483747,0.19322816641925916
1487809,0.1600882088909241
1495063,0.3920359972558096
1497920,0.31334734964137545
1498658,0.22136072912044652
1499699,0.11857901241152813
1501030,0.2553995580725706
1501063,0.3628384557017932
1501555,0.29639577975887593
1503261,0.3179014135205063
1503829,0.23141076477667777
1503838,0.2512292579024715
1503849,0.4108820940289966
1503866,0.2690689674677363
1503888,0.2712909530453618
1503897,0.21883554865369492
1503899,0.260120510140369
1503904,0.5279889424824076
1503913,0.19731676901501527
1504031,0.22556422064500298
1504035,0.19744983756304038
1504041,0.2638993024198282
1504072,0.24486681114391268
1504084,0.316483488178278
1504094,0.23348795891858776
1504095,0.4081194664106488
1504123,0.29409631493643873
1504129,0.2741657733368894
1504134,0.2247808672792421
1504148,0.2644661482182931
1504164,0.30652552382433
1504165,0.27522477852973976
1504168,0.2717957589270953
1504171,0.2912497586029838
1504197,0.2808792963821941
1504222,0.21771392632471154
1504223,0.13911594778685038
1504264,0.44132434679808086
1504321,0.2227134140083431
1504352,0.17456250729066386
1504357,0.33913769815213657
1504395,0.1421052985959648
1504432,0.2574739338198306
1504437,0.22609545736087727
1504495,0.23200367637692332
1504499,0.4549589657758486
1504517,0.26673868117018507
1504539,0.22088634644924243
1504540,0.1427830631007939
1504596,0.30552835834857056
1504603,0.30585840008129217
1504674,0.1869346167791751
1504687,0.3363801245615242
1504703,0.21695840587252604
1504709,0.2957189879014858
1504727,0.2534473818224741
1504735,0.09253153815884667
1504758,0.22036920728306308
1504774,0.14886208601368522
1504796,0.3187052414352999
1504809,0.30134145086658426
1504810,0.15640286666909123
1504839,0.27076567876976687
1504916,0.1689039912519237
1505003,0.1953438898144891
1505004,0.0761256380698121
1505043,0.2957964441957464
1505056,0.09094857133229407
1505057,0.22500985226927853
1505058,0.28171194212744644
1505059,0.195901075391762
1505088,0.343594340904742
1505150,0.2630707267150673
1505152,0.24267317214629336
